DOCUMENTO;CODIGO_PRODUCTO;PRECIO_UNITARIO;CANTIDAD;TOTAL;COSTO_UNITARIO
FAC0031656;PLT0009;22639;4;90556;13317
FAC0031657;PLT0002;16035;10;160350;9432
FAC0031658;PLT0047;26583;7;186081;15637
FAC0031659;PLT0019;21410;3;64230;12594
FAC0031660;PLT0006;24613;1;24613;14478
FAC0031661;PLT0035;13674;3;41022;8044
FAC0031662;PLT0011;25298;3;75894;14881
FAC0031663;PLT0044;10146;7;71022;5968
FAC0031664;PLT0024;6170;2;12340;3629
FAC0031665;PLT0026;9446;3;28338;5556
FAC0031666;PLT0008;27709;2;55418;16299
FAC0031667;PLT0003;25406;3;76218;14945
FAC0031668;PLT0036;27243;2;54486;16025
FAC0031669;PLT0029;16136;5;80680;9492
FAC0031670;PLT0043;14334;2;28668;8432
FAC0031671;PLT0030;21117;9;190053;12422
FAC0031672;PLT0030;21117;7;147819;12422
FAC0031673;PLT0026;9446;1;9446;5556
FAC0031674;PLT0043;14334;10;143340;8432
FAC0031675;PLT0006;24613;10;246130;14478
FAC0031676;PLT0035;13674;10;136740;8044
FAC0031677;PLT0016;17636;5;88180;10374
FAC0031678;PLT0002;16035;9;144315;9432
FAC0031679;PLT0023;29003;4;116012;17061
FAC0031680;PLT0005;34187;9;307683;20110
FAC0031681;PLT0023;29003;5;145015;17061
FAC0031682;PLT0011;25298;4;101192;14881
FAC0031683;PLT0020;32766;1;32766;19274
FAC0031684;PLT0022;28111;10;281110;16536
FAC0031685;PLT0042;28508;4;114032;16769
FAC0031686;PLT0023;29003;9;261027;17061
FAC0031687;PLT0036;27243;9;245187;16025
FAC0031688;PLT0012;9483;4;37932;5578
FAC0031689;PLT0019;21410;9;192690;12594
FAC0031690;PLT0040;24668;2;49336;14511
FAC0031691;PLT0017;33597;2;67194;19763
FAC0031692;PLT0047;26583;4;106332;15637
FAC0031693;PLT0042;28508;10;285080;16769
FAC0031694;PLT0020;32766;6;196596;19274
FAC0031695;PLT0017;33597;3;100791;19763
FAC0031696;PLT0025;25473;6;152838;14984
FAC0031697;PLT0040;24668;9;222012;14511
FAC0031698;PLT0029;16136;2;32272;9492
FAC0031699;PLT0020;32766;8;262128;19274
FAC0031700;PLT0001;10201;10;102010;6001
FAC0031701;PLT0020;32766;10;327660;19274
FAC0031702;PLT0027;22873;4;91492;13455
FAC0031703;PLT0026;9446;1;9446;5556
FAC0031704;PLT0018;21805;5;109025;12826
FAC0031705;PLT0019;21410;2;42820;12594
FAC0031706;PLT0043;14334;7;100338;8432
FAC0031707;PLT0023;29003;5;145015;17061
FAC0031708;PLT0041;18897;3;56691;11116
FAC0031709;PLT0015;22206;10;222060;13062
FAC0031710;PLT0047;26583;6;159498;15637
FAC0031711;PLT0007;20343;9;183087;11966
FAC0031712;PLT0039;6179;5;30895;3635
FAC0031713;PLT0034;11917;5;59585;7010
FAC0031714;PLT0003;25406;5;127030;14945
FAC0031715;PLT0044;10146;3;30438;5968
FAC0031716;PLT0017;33597;10;335970;19763
FAC0031717;PLT0011;25298;2;50596;14881
FAC0031718;PLT0028;8448;10;84480;4969
FAC0031719;PLT0004;19506;8;156048;11474
FAC0031720;PLT0004;19506;8;156048;11474
FAC0031721;PLT0047;26583;10;265830;15637
FAC0031722;PLT0003;25406;7;177842;14945
FAC0031723;PLT0036;27243;5;136215;16025
FAC0031724;PLT0027;22873;5;114365;13455
FAC0031725;PLT0020;32766;5;163830;19274
FAC0031726;PLT0026;9446;10;94460;5556
FAC0031727;PLT0033;21097;8;168776;12410
FAC0031728;PLT0029;16136;3;48408;9492
FAC0031729;PLT0047;26583;6;159498;15637
FAC0031730;PLT0042;28508;8;228064;16769
FAC0031731;PLT0001;10201;8;81608;6001
FAC0031732;PLT0009;22639;10;226390;13317
FAC0031733;PLT0003;25406;3;76218;14945
FAC0031734;PLT0044;10146;3;30438;5968
FAC0031735;PLT0024;6170;2;12340;3629
FAC0031736;PLT0038;27071;4;108284;15924
FAC0031737;PLT0024;6170;4;24680;3629
FAC0031738;PLT0027;22873;2;45746;13455
FAC0031739;PLT0044;10146;1;10146;5968
FAC0031740;PLT0001;10201;7;71407;6001
FAC0031741;PLT0007;20343;4;81372;11966
FAC0031742;PLT0002;16035;6;96210;9432
FAC0031743;PLT0018;21805;2;43610;12826
FAC0031744;PLT0033;21097;1;21097;12410
FAC0031745;PLT0003;25406;5;127030;14945
FAC0031746;PLT0011;25298;2;50596;14881
FAC0031747;PLT0028;8448;6;50688;4969
FAC0031748;PLT0008;27709;8;221672;16299
FAC0031749;PLT0031;11454;2;22908;6738
FAC0031750;PLT0021;21859;2;43718;12858
FAC0031751;PLT0040;24668;10;246680;14511
FAC0031752;PLT0030;21117;8;168936;12422
FAC0031753;PLT0040;24668;3;74004;14511
FAC0031754;PLT0030;21117;7;147819;12422
FAC0031755;PLT0021;21859;8;174872;12858
FAC0031756;PLT0031;11454;5;57270;6738
FAC0031757;PLT0015;22206;1;22206;13062
FAC0031758;PLT0017;33597;3;100791;19763
FAC0031759;PLT0039;6179;4;24716;3635
FAC0031760;PLT0030;21117;7;147819;12422
FAC0031761;PLT0004;19506;8;156048;11474
FAC0031762;PLT0003;25406;3;76218;14945
FAC0031763;PLT0003;25406;1;25406;14945
FAC0031764;PLT0028;8448;7;59136;4969
FAC0031765;PLT0035;13674;3;41022;8044
FAC0031766;PLT0019;21410;5;107050;12594
FAC0031767;PLT0042;28508;4;114032;16769
FAC0031768;PLT0021;21859;10;218590;12858
FAC0031769;PLT0003;25406;9;228654;14945
FAC0031770;PLT0009;22639;8;181112;13317
FAC0031771;PLT0013;16922;2;33844;9954
FAC0031772;PLT0025;25473;6;152838;14984
FAC0031773;PLT0021;21859;1;21859;12858
FAC0031774;PLT0011;25298;9;227682;14881
FAC0031775;PLT0034;11917;10;119170;7010
FAC0031776;PLT0046;34804;7;243628;20473
FAC0031777;PLT0027;22873;7;160111;13455
FAC0031778;PLT0004;19506;8;156048;11474
FAC0031779;PLT0009;22639;7;158473;13317
FAC0031780;PLT0032;10479;7;73353;6164
FAC0031781;PLT0006;24613;4;98452;14478
FAC0031782;PLT0010;7946;1;7946;4674
FAC0031783;PLT0012;9483;7;66381;5578
FAC0031784;PLT0045;34710;2;69420;20418
FAC0031785;PLT0026;9446;8;75568;5556
FAC0031786;PLT0017;33597;9;302373;19763
FAC0031787;PLT0040;24668;1;24668;14511
FAC0031788;PLT0038;27071;4;108284;15924
FAC0031789;PLT0042;28508;10;285080;16769
FAC0031790;PLT0015;22206;5;111030;13062
FAC0031791;PLT0025;25473;5;127365;14984
FAC0031792;PLT0011;25298;10;252980;14881
FAC0031793;PLT0027;22873;9;205857;13455
FAC0031794;PLT0040;24668;4;98672;14511
FAC0031795;PLT0017;33597;9;302373;19763
FAC0031796;PLT0029;16136;9;145224;9492
FAC0031797;PLT0039;6179;6;37074;3635
FAC0031798;PLT0005;34187;3;102561;20110
FAC0031799;PLT0042;28508;3;85524;16769
FAC0031800;PLT0028;8448;3;25344;4969
FAC0031801;PLT0009;22639;10;226390;13317
FAC0031802;PLT0008;27709;9;249381;16299
FAC0031803;PLT0034;11917;7;83419;7010
FAC0031804;PLT0037;20147;10;201470;11851
FAC0031805;PLT0045;34710;4;138840;20418
FAC0031806;PLT0002;16035;8;128280;9432
FAC0031807;PLT0040;24668;6;148008;14511
FAC0031808;PLT0002;16035;6;96210;9432
FAC0031809;PLT0031;11454;4;45816;6738
FAC0031810;PLT0010;7946;10;79460;4674
FAC0031811;PLT0042;28508;4;114032;16769
FAC0031812;PLT0007;20343;9;183087;11966
FAC0031813;PLT0046;34804;8;278432;20473
FAC0031814;PLT0023;29003;9;261027;17061
FAC0031815;PLT0021;21859;8;174872;12858
FAC0031816;PLT0021;21859;1;21859;12858
FAC0031817;PLT0030;21117;6;126702;12422
FAC0031818;PLT0013;16922;10;169220;9954
FAC0031819;PLT0011;25298;2;50596;14881
FAC0031820;PLT0030;21117;1;21117;12422
FAC0031821;PLT0031;11454;4;45816;6738
FAC0031822;PLT0042;28508;3;85524;16769
FAC0031823;PLT0044;10146;4;40584;5968
FAC0031824;PLT0045;34710;7;242970;20418
FAC0031825;PLT0039;6179;4;24716;3635
FAC0031826;PLT0019;21410;10;214100;12594
FAC0031827;PLT0031;11454;1;11454;6738
FAC0031828;PLT0044;10146;7;71022;5968
FAC0031829;PLT0020;32766;2;65532;19274
FAC0031830;PLT0027;22873;4;91492;13455
FAC0031831;PLT0029;16136;9;145224;9492
FAC0031832;PLT0010;7946;10;79460;4674
FAC0031833;PLT0025;25473;4;101892;14984
FAC0031834;PLT0007;20343;1;20343;11966
FAC0031835;PLT0039;6179;5;30895;3635
FAC0031836;PLT0008;27709;6;166254;16299
FAC0031837;PLT0020;32766;10;327660;19274
FAC0031838;PLT0005;34187;9;307683;20110
FAC0031839;PLT0017;33597;3;100791;19763
FAC0031840;PLT0045;34710;2;69420;20418
FAC0031841;PLT0035;13674;5;68370;8044
FAC0031842;PLT0014;5638;9;50742;3316
FAC0031843;PLT0009;22639;3;67917;13317
FAC0031844;PLT0007;20343;6;122058;11966
FAC0031845;PLT0025;25473;6;152838;14984
FAC0031846;PLT0043;14334;5;71670;8432
FAC0031847;PLT0003;25406;6;152436;14945
FAC0031848;PLT0030;21117;5;105585;12422
FAC0031849;PLT0024;6170;9;55530;3629
FAC0031850;PLT0009;22639;8;181112;13317
FAC0031851;PLT0043;14334;6;86004;8432
FAC0031852;PLT0022;28111;5;140555;16536
FAC0031853;PLT0008;27709;1;27709;16299
FAC0031854;PLT0030;21117;7;147819;12422
FAC0031855;PLT0007;20343;7;142401;11966
FAC0031856;PLT0020;32766;1;32766;19274
FAC0031857;PLT0036;27243;2;54486;16025
FAC0031858;PLT0038;27071;3;81213;15924
FAC0031859;PLT0002;16035;6;96210;9432
FAC0031860;PLT0024;6170;8;49360;3629
FAC0031861;PLT0046;34804;6;208824;20473
FAC0031862;PLT0034;11917;5;59585;7010
FAC0031863;PLT0035;13674;9;123066;8044
FAC0031864;PLT0014;5638;1;5638;3316
FAC0031865;PLT0018;21805;6;130830;12826
FAC0031866;PLT0005;34187;7;239309;20110
FAC0031867;PLT0026;9446;1;9446;5556
FAC0031868;PLT0021;21859;1;21859;12858
FAC0031869;PLT0036;27243;3;81729;16025
FAC0031870;PLT0025;25473;5;127365;14984
FAC0031871;PLT0021;21859;9;196731;12858
FAC0031872;PLT0006;24613;10;246130;14478
FAC0031873;PLT0009;22639;5;113195;13317
FAC0031874;PLT0044;10146;2;20292;5968
FAC0031875;PLT0026;9446;5;47230;5556
FAC0031876;PLT0011;25298;4;101192;14881
FAC0031877;PLT0030;21117;3;63351;12422
FAC0031878;PLT0045;34710;6;208260;20418
FAC0031879;PLT0023;29003;2;58006;17061
FAC0031880;PLT0045;34710;4;138840;20418
FAC0031881;PLT0003;25406;6;152436;14945
FAC0031882;PLT0017;33597;8;268776;19763
FAC0031883;PLT0002;16035;9;144315;9432
FAC0031884;PLT0004;19506;6;117036;11474
FAC0031885;PLT0025;25473;4;101892;14984
FAC0031886;PLT0025;25473;3;76419;14984
FAC0031887;PLT0021;21859;3;65577;12858
FAC0031888;PLT0022;28111;7;196777;16536
FAC0031889;PLT0002;16035;2;32070;9432
FAC0031890;PLT0023;29003;2;58006;17061
FAC0031891;PLT0012;9483;10;94830;5578
FAC0031892;PLT0006;24613;4;98452;14478
FAC0031893;PLT0032;10479;6;62874;6164
FAC0031894;PLT0020;32766;5;163830;19274
FAC0031895;PLT0004;19506;4;78024;11474
FAC0031896;PLT0024;6170;3;18510;3629
FAC0031897;PLT0025;25473;5;127365;14984
FAC0031898;PLT0004;19506;2;39012;11474
FAC0031899;PLT0023;29003;2;58006;17061
FAC0031900;PLT0005;34187;10;341870;20110
FAC0031901;PLT0047;26583;5;132915;15637
FAC0031902;PLT0034;11917;7;83419;7010
FAC0031903;PLT0016;17636;7;123452;10374
FAC0031904;PLT0017;33597;2;67194;19763
FAC0031905;PLT0037;20147;5;100735;11851
FAC0031906;PLT0010;7946;10;79460;4674
FAC0031907;PLT0030;21117;6;126702;12422
FAC0031908;PLT0041;18897;9;170073;11116
FAC0031909;PLT0034;11917;4;47668;7010
FAC0031910;PLT0017;33597;4;134388;19763
FAC0031911;PLT0026;9446;4;37784;5556
FAC0031912;PLT0044;10146;10;101460;5968
FAC0031913;PLT0037;20147;4;80588;11851
FAC0031914;PLT0040;24668;2;49336;14511
FAC0031915;PLT0020;32766;8;262128;19274
FAC0031916;PLT0038;27071;10;270710;15924
FAC0031917;PLT0010;7946;7;55622;4674
FAC0031918;PLT0027;22873;9;205857;13455
FAC0031919;PLT0036;27243;9;245187;16025
FAC0031920;PLT0013;16922;3;50766;9954
FAC0031921;PLT0037;20147;9;181323;11851
FAC0031922;PLT0001;10201;9;91809;6001
FAC0031923;PLT0005;34187;4;136748;20110
FAC0031924;PLT0045;34710;5;173550;20418
FAC0031925;PLT0042;28508;5;142540;16769
FAC0031926;PLT0005;34187;10;341870;20110
FAC0031927;PLT0041;18897;9;170073;11116
FAC0031928;PLT0032;10479;2;20958;6164
FAC0031929;PLT0008;27709;7;193963;16299
FAC0031930;PLT0032;10479;6;62874;6164
FAC0031931;PLT0012;9483;2;18966;5578
FAC0031932;PLT0020;32766;8;262128;19274
FAC0031933;PLT0005;34187;7;239309;20110
FAC0031934;PLT0006;24613;2;49226;14478
FAC0031935;PLT0013;16922;1;16922;9954
FAC0031936;PLT0042;28508;8;228064;16769
FAC0031937;PLT0022;28111;1;28111;16536
FAC0031938;PLT0014;5638;4;22552;3316
FAC0031939;PLT0025;25473;9;229257;14984
FAC0031940;PLT0036;27243;7;190701;16025
FAC0031941;PLT0010;7946;3;23838;4674
FAC0031942;PLT0038;27071;4;108284;15924
FAC0031943;PLT0023;29003;6;174018;17061
FAC0031944;PLT0036;27243;4;108972;16025
FAC0031945;PLT0034;11917;2;23834;7010
FAC0031946;PLT0008;27709;8;221672;16299
FAC0031947;PLT0010;7946;3;23838;4674
FAC0031948;PLT0028;8448;10;84480;4969
FAC0031949;PLT0008;27709;8;221672;16299
FAC0031950;PLT0040;24668;8;197344;14511
FAC0031951;PLT0022;28111;3;84333;16536
FAC0031952;PLT0039;6179;5;30895;3635
FAC0031953;PLT0008;27709;9;249381;16299
FAC0031954;PLT0020;32766;3;98298;19274
FAC0031955;PLT0019;21410;6;128460;12594
FAC0031956;PLT0020;32766;2;65532;19274
FAC0031957;PLT0001;10201;3;30603;6001
FAC0031958;PLT0007;20343;1;20343;11966
FAC0031959;PLT0002;16035;3;48105;9432
FAC0031960;PLT0010;7946;4;31784;4674
FAC0031961;PLT0013;16922;2;33844;9954
FAC0031962;PLT0046;34804;3;104412;20473
FAC0031963;PLT0013;16922;3;50766;9954
FAC0031964;PLT0042;28508;7;199556;16769
FAC0031965;PLT0045;34710;2;69420;20418
FAC0031966;PLT0005;34187;5;170935;20110
FAC0031967;PLT0025;25473;1;25473;14984
FAC0031968;PLT0021;21859;2;43718;12858
FAC0031969;PLT0027;22873;7;160111;13455
FAC0031970;PLT0032;10479;7;73353;6164
FAC0031971;PLT0016;17636;9;158724;10374
FAC0031972;PLT0004;19506;1;19506;11474
FAC0031973;PLT0034;11917;6;71502;7010
FAC0031974;PLT0018;21805;6;130830;12826
FAC0031975;PLT0006;24613;5;123065;14478
FAC0031976;PLT0046;34804;8;278432;20473
FAC0031977;PLT0006;24613;6;147678;14478
FAC0031978;PLT0027;22873;1;22873;13455
FAC0031979;PLT0043;14334;8;114672;8432
FAC0031980;PLT0035;13674;1;13674;8044
FAC0031981;PLT0001;10201;2;20402;6001
FAC0031982;PLT0047;26583;9;239247;15637
FAC0031983;PLT0027;22873;6;137238;13455
FAC0035656;PLT0008;27709;1;27709;16299
FAC0035657;PLT0036;27243;8;217944;16025
FAC0035658;PLT0022;28111;6;168666;16536
FAC0035659;PLT0031;11454;10;114540;6738
FAC0035660;PLT0018;21805;9;196245;12826
FAC0035661;PLT0035;13674;4;54696;8044
FAC0035662;PLT0005;34187;10;341870;20110
FAC0035663;PLT0031;11454;3;34362;6738
FAC0035664;PLT0010;7946;7;55622;4674
FAC0035665;PLT0039;6179;5;30895;3635
FAC0035666;PLT0042;28508;3;85524;16769
FAC0035667;PLT0024;6170;1;6170;3629
FAC0035668;PLT0028;8448;7;59136;4969
FAC0035669;PLT0013;16922;5;84610;9954
FAC0035670;PLT0021;21859;7;153013;12858
FAC0035671;PLT0005;34187;8;273496;20110
FAC0035672;PLT0011;25298;10;252980;14881
FAC0035673;PLT0009;22639;3;67917;13317
FAC0035674;PLT0005;34187;8;273496;20110
FAC0035675;PLT0024;6170;5;30850;3629
FAC0035676;PLT0027;22873;6;137238;13455
FAC0035677;PLT0030;21117;9;190053;12422
FAC0035678;PLT0023;29003;9;261027;17061
FAC0035679;PLT0003;25406;8;203248;14945
FAC0035680;PLT0021;21859;2;43718;12858
FAC0035681;PLT0033;21097;10;210970;12410
FAC0035682;PLT0033;21097;4;84388;12410
FAC0035683;PLT0001;10201;4;40804;6001
FAC0035684;PLT0038;27071;10;270710;15924
FAC0035685;PLT0042;28508;6;171048;16769
FAC0035686;PLT0020;32766;9;294894;19274
FAC0035687;PLT0022;28111;7;196777;16536
FAC0035688;PLT0023;29003;1;29003;17061
FAC0035689;PLT0044;10146;6;60876;5968
FAC0035690;PLT0003;25406;10;254060;14945
FAC0035691;PLT0016;17636;3;52908;10374
FAC0035692;PLT0003;25406;6;152436;14945
FAC0035693;PLT0003;25406;6;152436;14945
FAC0035694;PLT0013;16922;1;16922;9954
FAC0035695;PLT0010;7946;7;55622;4674
FAC0035696;PLT0011;25298;5;126490;14881
FAC0035697;PLT0022;28111;6;168666;16536
FAC0035698;PLT0010;7946;5;39730;4674
FAC0035699;PLT0016;17636;1;17636;10374
FAC0035700;PLT0007;20343;7;142401;11966
FAC0035701;PLT0016;17636;3;52908;10374
FAC0035702;PLT0011;25298;5;126490;14881
FAC0035703;PLT0016;17636;1;17636;10374
FAC0035704;PLT0008;27709;7;193963;16299
FAC0035705;PLT0019;21410;3;64230;12594
FAC0035706;PLT0038;27071;5;135355;15924
FAC0035707;PLT0032;10479;2;20958;6164
FAC0035708;PLT0005;34187;9;307683;20110
FAC0035709;PLT0013;16922;5;84610;9954
FAC0035710;PLT0005;34187;6;205122;20110
FAC0035711;PLT0005;34187;3;102561;20110
FAC0035712;PLT0032;10479;4;41916;6164
FAC0035713;PLT0045;34710;3;104130;20418
FAC0035714;PLT0012;9483;2;18966;5578
FAC0035715;PLT0020;32766;2;65532;19274
FAC0035716;PLT0003;25406;8;203248;14945
FAC0035717;PLT0003;25406;5;127030;14945
FAC0035718;PLT0024;6170;1;6170;3629
FAC0035719;PLT0038;27071;2;54142;15924
FAC0035720;PLT0016;17636;3;52908;10374
FAC0035721;PLT0035;13674;6;82044;8044
FAC0035722;PLT0035;13674;4;54696;8044
FAC0035723;PLT0002;16035;2;32070;9432
FAC0035724;PLT0043;14334;6;86004;8432
FAC0035725;PLT0029;16136;5;80680;9492
FAC0035726;PLT0032;10479;1;10479;6164
FAC0035727;PLT0039;6179;1;6179;3635
FAC0035728;PLT0043;14334;9;129006;8432
FAC0035729;PLT0007;20343;2;40686;11966
FAC0035730;PLT0012;9483;4;37932;5578
FAC0035731;PLT0010;7946;9;71514;4674
FAC0035732;PLT0012;9483;2;18966;5578
FAC0035733;PLT0008;27709;7;193963;16299
FAC0035734;PLT0034;11917;4;47668;7010
FAC0035735;PLT0026;9446;1;9446;5556
FAC0035736;PLT0039;6179;9;55611;3635
FAC0035737;PLT0013;16922;10;169220;9954
FAC0035738;PLT0041;18897;2;37794;11116
FAC0035739;PLT0019;21410;9;192690;12594
FAC0035740;PLT0031;11454;1;11454;6738
FAC0035741;PLT0042;28508;6;171048;16769
FAC0035742;PLT0013;16922;10;169220;9954
FAC0035743;PLT0006;24613;10;246130;14478
FAC0035744;PLT0013;16922;1;16922;9954
FAC0035745;PLT0038;27071;8;216568;15924
FAC0035746;PLT0029;16136;5;80680;9492
FAC0035747;PLT0045;34710;6;208260;20418
FAC0035748;PLT0047;26583;3;79749;15637
FAC0035749;PLT0036;27243;1;27243;16025
FAC0035750;PLT0016;17636;10;176360;10374
FAC0035751;PLT0037;20147;5;100735;11851
FAC0035752;PLT0043;14334;2;28668;8432
FAC0035753;PLT0037;20147;5;100735;11851
FAC0035754;PLT0028;8448;7;59136;4969
FAC0035755;PLT0031;11454;2;22908;6738
FAC0035756;PLT0039;6179;6;37074;3635
FAC0035757;PLT0025;25473;6;152838;14984
FAC0035758;PLT0019;21410;4;85640;12594
FAC0035759;PLT0008;27709;10;277090;16299
FAC0035760;PLT0021;21859;9;196731;12858
FAC0035761;PLT0028;8448;8;67584;4969
FAC0035762;PLT0011;25298;7;177086;14881
FAC0035763;PLT0034;11917;5;59585;7010
FAC0035764;PLT0021;21859;5;109295;12858
FAC0035765;PLT0007;20343;1;20343;11966
FAC0035766;PLT0016;17636;6;105816;10374
FAC0035767;PLT0035;13674;5;68370;8044
FAC0035768;PLT0042;28508;5;142540;16769
FAC0035769;PLT0034;11917;3;35751;7010
FAC0035770;PLT0029;16136;6;96816;9492
FAC0035771;PLT0006;24613;4;98452;14478
FAC0035772;PLT0045;34710;7;242970;20418
FAC0035773;PLT0037;20147;10;201470;11851
FAC0035774;PLT0027;22873;1;22873;13455
FAC0035775;PLT0022;28111;6;168666;16536
FAC0035776;PLT0003;25406;9;228654;14945
FAC0035777;PLT0017;33597;3;100791;19763
FAC0035778;PLT0018;21805;1;21805;12826
FAC0035779;PLT0017;33597;4;134388;19763
FAC0035780;PLT0047;26583;8;212664;15637
FAC0035781;PLT0042;28508;3;85524;16769
FAC0035782;PLT0012;9483;9;85347;5578
FAC0035783;PLT0026;9446;8;75568;5556
FAC0035784;PLT0002;16035;9;144315;9432
FAC0035785;PLT0031;11454;6;68724;6738
FAC0035786;PLT0024;6170;2;12340;3629
FAC0035787;PLT0038;27071;6;162426;15924
FAC0035788;PLT0005;34187;10;341870;20110
FAC0035789;PLT0022;28111;2;56222;16536
FAC0035790;PLT0009;22639;7;158473;13317
FAC0035791;PLT0002;16035;6;96210;9432
FAC0035792;PLT0047;26583;7;186081;15637
FAC0035793;PLT0042;28508;5;142540;16769
FAC0035794;PLT0027;22873;3;68619;13455
FAC0035795;PLT0029;16136;3;48408;9492
FAC0035796;PLT0036;27243;5;136215;16025
FAC0035797;PLT0012;9483;1;9483;5578
FAC0035798;PLT0031;11454;4;45816;6738
FAC0035799;PLT0015;22206;6;133236;13062
FAC0035800;PLT0029;16136;7;112952;9492
FAC0035801;PLT0015;22206;1;22206;13062
FAC0035802;PLT0038;27071;8;216568;15924
FAC0035803;PLT0023;29003;3;87009;17061
FAC0035804;PLT0034;11917;9;107253;7010
FAC0035805;PLT0043;14334;9;129006;8432
FAC0035806;PLT0011;25298;6;151788;14881
FAC0035807;PLT0035;13674;1;13674;8044
FAC0035808;PLT0015;22206;2;44412;13062
FAC0035809;PLT0033;21097;10;210970;12410
FAC0035810;PLT0038;27071;8;216568;15924
FAC0035811;PLT0022;28111;4;112444;16536
FAC0035812;PLT0027;22873;9;205857;13455
FAC0035813;PLT0028;8448;7;59136;4969
FAC0035814;PLT0008;27709;1;27709;16299
FAC0035815;PLT0041;18897;2;37794;11116
FAC0035816;PLT0025;25473;7;178311;14984
FAC0035817;PLT0021;21859;2;43718;12858
FAC0035818;PLT0011;25298;3;75894;14881
FAC0035819;PLT0021;21859;9;196731;12858
FAC0035820;PLT0034;11917;9;107253;7010
FAC0035821;PLT0042;28508;7;199556;16769
FAC0035822;PLT0043;14334;1;14334;8432
FAC0035823;PLT0023;29003;2;58006;17061
FAC0035824;PLT0006;24613;8;196904;14478
FAC0035825;PLT0012;9483;1;9483;5578
FAC0035826;PLT0046;34804;4;139216;20473
FAC0035827;PLT0037;20147;7;141029;11851
FAC0035828;PLT0023;29003;10;290030;17061
FAC0035829;PLT0003;25406;9;228654;14945
FAC0035830;PLT0002;16035;4;64140;9432
FAC0035831;PLT0024;6170;3;18510;3629
FAC0035832;PLT0017;33597;3;100791;19763
FAC0035833;PLT0028;8448;8;67584;4969
FAC0035834;PLT0028;8448;10;84480;4969
FAC0035835;PLT0017;33597;6;201582;19763
FAC0035836;PLT0004;19506;10;195060;11474
FAC0035837;PLT0029;16136;4;64544;9492
FAC0035838;PLT0015;22206;5;111030;13062
FAC0035839;PLT0040;24668;1;24668;14511
FAC0035840;PLT0015;22206;4;88824;13062
FAC0035841;PLT0013;16922;3;50766;9954
FAC0035842;PLT0003;25406;8;203248;14945
FAC0035843;PLT0004;19506;1;19506;11474
FAC0035844;PLT0029;16136;10;161360;9492
FAC0035845;PLT0039;6179;7;43253;3635
FAC0035846;PLT0021;21859;4;87436;12858
FAC0035847;PLT0004;19506;1;19506;11474
FAC0035848;PLT0021;21859;5;109295;12858
FAC0035849;PLT0022;28111;6;168666;16536
FAC0035850;PLT0046;34804;5;174020;20473
FAC0035851;PLT0011;25298;9;227682;14881
FAC0035852;PLT0021;21859;4;87436;12858
FAC0035853;PLT0034;11917;4;47668;7010
FAC0035854;PLT0005;34187;10;341870;20110
FAC0035855;PLT0011;25298;2;50596;14881
FAC0035856;PLT0041;18897;3;56691;11116
FAC0035857;PLT0005;34187;3;102561;20110
FAC0035858;PLT0014;5638;10;56380;3316
FAC0035859;PLT0013;16922;6;101532;9954
FAC0035860;PLT0008;27709;3;83127;16299
FAC0035861;PLT0010;7946;1;7946;4674
FAC0035862;PLT0019;21410;5;107050;12594
FAC0035863;PLT0022;28111;7;196777;16536
FAC0035864;PLT0045;34710;5;173550;20418
FAC0035865;PLT0009;22639;9;203751;13317
FAC0035866;PLT0043;14334;6;86004;8432
FAC0035867;PLT0044;10146;6;60876;5968
FAC0035868;PLT0025;25473;7;178311;14984
FAC0035869;PLT0037;20147;4;80588;11851
FAC0035870;PLT0045;34710;3;104130;20418
FAC0035871;PLT0043;14334;3;43002;8432
FAC0035872;PLT0042;28508;5;142540;16769
FAC0035873;PLT0009;22639;10;226390;13317
FAC0035874;PLT0016;17636;3;52908;10374
FAC0035875;PLT0017;33597;9;302373;19763
FAC0035876;PLT0037;20147;5;100735;11851
FAC0035877;PLT0044;10146;6;60876;5968
FAC0035878;PLT0011;25298;5;126490;14881
FAC0035879;PLT0045;34710;8;277680;20418
FAC0035880;PLT0016;17636;7;123452;10374
FAC0035881;PLT0037;20147;3;60441;11851
FAC0035882;PLT0022;28111;6;168666;16536
FAC0035883;PLT0016;17636;5;88180;10374
FAC0035884;PLT0015;22206;10;222060;13062
FAC0035885;PLT0030;21117;1;21117;12422
FAC0035886;PLT0016;17636;10;176360;10374
FAC0035887;PLT0001;10201;5;51005;6001
FAC0035888;PLT0042;28508;7;199556;16769
FAC0035889;PLT0010;7946;1;7946;4674
FAC0035890;PLT0009;22639;8;181112;13317
FAC0035891;PLT0013;16922;2;33844;9954
FAC0035892;PLT0026;9446;9;85014;5556
FAC0035893;PLT0028;8448;8;67584;4969
FAC0035894;PLT0020;32766;7;229362;19274
FAC0035895;PLT0039;6179;3;18537;3635
FAC0035896;PLT0023;29003;4;116012;17061
FAC0035897;PLT0006;24613;9;221517;14478
FAC0035898;PLT0046;34804;7;243628;20473
FAC0035899;PLT0023;29003;3;87009;17061
